	Domain	Phylum	Class	Order	Family	Genus	Species
cddba5598ead2cb7c34f9c2945fc433b	d__Bacteria	 p__Zixibacteria	 c__Zixibacteria	 o__Zixibacteria	 f__Zixibacteria	 g__Zixibacteria	 s__uncultured_bacterium
987c4b80ec6dbdde6e96c1b4777c1962	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	unknown
9e9605b1e8834486f2ca4e60071ce2d1	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__uncultured_Acidobacterium
355979153613d3cddee774597428ccda	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__uncultured_Planctomycetales
3275af12766aa0110c0b8a46b2121a46	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	unknown
b7dc406063773c81a5c1f9a6279e88d8	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	unknown
cb7488e736b65951c74af8a12d935871	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__uncultured_Acidobacterium
a3f48fd8c3c50a27926a29cd3a968c5e	d__Bacteria	 p__Latescibacterota	 c__Latescibacteria	 o__Latescibacterales	 f__Latescibacteraceae	 g__Latescibacteraceae	 s__metagenome
0509dd8c7820e9dc6ebfe2b60bd8ff8c	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Subgroup_9	 f__Subgroup_9	 g__Subgroup_9	 s__uncultured_bacterium
292d404302da2809a79501a80386f729	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	unknown	unknown
6b7d91b659fb613004819806e2415b1c	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Acidothermaceae	 g__Acidothermus	unknown
a3d43b4e7f6408d9b157da509b7e3a09	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Acidothermaceae	 g__Acidothermus	unknown
74e70c0d6c12a83159fcd22a4d5e8b45	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__AKYG1722	 g__AKYG1722	unknown
a7443ea3c39b74273a88ed1487e7d983	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Iamiaceae	 g__Iamia	 s__uncultured_beta
951e14d48bc9d38a658a8f3758dbebd1	d__Bacteria	 p__Firmicutes	 c__Thermoanaerobacteria	 o__Thermoanaerobacterales	 f__Thermoanaerobacteraceae	 g__Brockia	 s__uncultured_Symbiobacterium
ccbf8c7a52a7fe7bb78ef6beea1f7d2d	d__Bacteria	 p__Firmicutes	 c__Thermoanaerobacteria	 o__Thermoanaerobacterales	 f__Thermoanaerobacteraceae	 g__Brockia	 s__uncultured_Symbiobacterium
b5edba9261345a08700fa9f71e14a3d7	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__AKYG1722	 g__AKYG1722	 s__uncultured_soil
c69cd3b11eaba351fc3f21f12a0528f0	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__AKYG1722	 g__AKYG1722	 s__uncultured_soil
1cfbbe8705fab6c5382ff9ebf4799c62	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__uncultured	 g__uncultured	unknown
0dd480f710614279cc785d92f293bc13	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Candidatus_Peribacteria	 f__Candidatus_Peribacteria	 g__Candidatus_Peribacteria	 s__metagenome
60676041a191c22b168150b1134a41ea	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_soil
ce71b16579557aa6ca7995839fa73cac	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_soil
3d7553806f52a797d06b5a47fc237ae8	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_soil
88204867e336932a45802443d9114191	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_soil
2ee995d26b629812bac0947a0e386279	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	unknown
e923ea8a3ac698b0409f0c18c4c82715	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	unknown
47efc1320876ccd339aa9056205b25a1	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__Kouleothrix	 s__uncultured_Chloroflexi
1687a69a827d158f9892f52333aa52a3	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	unknown	unknown
04edb5e314df2eaf6ad4fc0a497553f4	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__Kouleothrix	unknown
1492b2a89fbeda24f2fcec68cf378994	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_Chloroflexi
fa01a099171fbd1a0014fff23268f702	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	unknown
760681303ee2543999898cfa694a7b1c	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
f2ff9ef363f4eec1361c5e1aaa845490	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_soil
